ttm,spxclose,r,q,strike
273,1115.1,0.40799499,2.0682471,850
0,1115.1,,2.0682471,825
0,1115.1,,2.0682471,725
0,1115.1,,2.0682471,700
0,1115.1,,2.0682471,750
0,1115.1,,2.0682471,800
0,1115.1,,2.0682471,850
0,1115.1,,2.0682471,875
90,1115.1,0.261729,2.0682471,700
90,1115.1,0.261729,2.0682471,750
90,1115.1,0.261729,2.0682471,800
90,1115.1,0.261729,2.0682471,850
181,1115.1,0.31028801,2.0682471,700
181,1115.1,0.31028801,2.0682471,750
181,1115.1,0.31028801,2.0682471,800
181,1115.1,0.31028801,2.0682471,850
273,1115.1,0.40799499,2.0682471,700
273,1115.1,0.40799499,2.0682471,750
273,1115.1,0.40799499,2.0682471,800
273,1115.1,0.40799499,2.0682471,850
0,1115.1,,2.0682471,825
0,1115.1,,2.0682471,725
0,1115.1,,2.0682471,700
0,1115.1,,2.0682471,750
0,1115.1,,2.0682471,800
0,1115.1,,2.0682471,850
0,1115.1,,2.0682471,875
90,1115.1,0.261729,2.0682471,1350
90,1115.1,0.261729,2.0682471,1300
181,1115.1,0.31028801,2.0682471,1350
181,1115.1,0.31028801,2.0682471,1300
273,1115.1,0.40799499,2.0682471,1350
273,1115.1,0.40799499,2.0682471,1300
0,1115.1,,2.0682471,1350
0,1115.1,,2.0682471,1300
90,1115.1,0.261729,2.0682471,1350
90,1115.1,0.261729,2.0682471,1300
181,1115.1,0.31028801,2.0682471,1350
181,1115.1,0.31028801,2.0682471,1300
273,1115.1,0.40799499,2.0682471,1350
273,1115.1,0.40799499,2.0682471,1300
0,1115.1,,2.0682471,1350
0,1115.1,,2.0682471,1300
90,1115.1,0.261729,2.0682471,1450
90,1115.1,0.261729,2.0682471,1400
181,1115.1,0.31028801,2.0682471,1450
181,1115.1,0.31028801,2.0682471,1400
273,1115.1,0.40799499,2.0682471,1450
273,1115.1,0.40799499,2.0682471,1400
0,1115.1,,2.0682471,1450
0,1115.1,,2.0682471,1400
90,1115.1,0.261729,2.0682471,1450
90,1115.1,0.261729,2.0682471,1400
181,1115.1,0.31028801,2.0682471,1450
181,1115.1,0.31028801,2.0682471,1400
273,1115.1,0.40799499,2.0682471,1450
273,1115.1,0.40799499,2.0682471,1400
0,1115.1,,2.0682471,1450
0,1115.1,,2.0682471,1400
0,1115.1,,2.0682471,1600
0,1115.1,,2.0682471,1600
79,1115.1,0.270356,2.0682471,1140
79,1115.1,0.270356,2.0682471,1145
79,1115.1,0.270356,2.0682471,1150
79,1115.1,0.270356,2.0682471,1155
79,1115.1,0.270356,2.0682471,1160
79,1115.1,0.270356,2.0682471,1165
79,1115.1,0.270356,2.0682471,1170
79,1115.1,0.270356,2.0682471,1175
79,1115.1,0.270356,2.0682471,1180
79,1115.1,0.270356,2.0682471,1185
79,1115.1,0.270356,2.0682471,1190
79,1115.1,0.270356,2.0682471,1195
79,1115.1,0.270356,2.0682471,1100
107,1115.1,0.29705501,2.0682471,1125
107,1115.1,0.29705501,2.0682471,1150
107,1115.1,0.29705501,2.0682471,1160
107,1115.1,0.29705501,2.0682471,1170
107,1115.1,0.29705501,2.0682471,1175
107,1115.1,0.29705501,2.0682471,1180
107,1115.1,0.29705501,2.0682471,1190
107,1115.1,0.29705501,2.0682471,1100
1087,1115.1,1.823215,2.0682471,700
1087,1115.1,1.823215,2.0682471,600
170,1115.1,0.32370001,2.0682471,1125
170,1115.1,0.32370001,2.0682471,1130
1087,1115.1,1.823215,2.0682471,975
170,1115.1,0.32370001,2.0682471,1150
170,1115.1,0.32370001,2.0682471,1160
170,1115.1,0.32370001,2.0682471,1170
170,1115.1,0.32370001,2.0682471,1175
170,1115.1,0.32370001,2.0682471,1180
170,1115.1,0.32370001,2.0682471,1190
1087,1115.1,1.823215,2.0682471,950
1087,1115.1,1.823215,2.0682471,500
170,1115.1,0.32370001,2.0682471,1100
261,1115.1,0.45323801,2.0682471,1125
1087,1115.1,1.823215,2.0682471,550
1087,1115.1,1.823215,2.0682471,800
261,1115.1,0.45323801,2.0682471,1150
261,1115.1,0.45323801,2.0682471,1175
1087,1115.1,1.823215,2.0682471,650
261,1115.1,0.45323801,2.0682471,1100
1087,1115.1,1.823215,2.0682471,750
1087,1115.1,1.823215,2.0682471,850
1087,1115.1,1.823215,2.0682471,825
1087,1115.1,1.823215,2.0682471,900
352,1115.1,0.565162,2.0682471,1125
1087,1115.1,1.823215,2.0682471,875
352,1115.1,0.565162,2.0682471,1150
1087,1115.1,1.823215,2.0682471,925
1087,1115.1,1.823215,2.0682471,700
1087,1115.1,1.823215,2.0682471,600
1087,1115.1,1.823215,2.0682471,975
352,1115.1,0.565162,2.0682471,1175
1087,1115.1,1.823215,2.0682471,950
352,1115.1,0.565162,2.0682471,1100
1087,1115.1,1.823215,2.0682471,500
1087,1115.1,1.823215,2.0682471,550
16,1115.1,0.228002,2.0682471,1105
16,1115.1,0.228002,2.0682471,1110
1087,1115.1,1.823215,2.0682471,800
1087,1115.1,1.823215,2.0682471,650
16,1115.1,0.228002,2.0682471,1115
16,1115.1,0.228002,2.0682471,1120
1087,1115.1,1.823215,2.0682471,750
16,1115.1,0.228002,2.0682471,1125
16,1115.1,0.228002,2.0682471,1130
1087,1115.1,1.823215,2.0682471,850
1087,1115.1,1.823215,2.0682471,825
1087,1115.1,1.823215,2.0682471,900
1087,1115.1,1.823215,2.0682471,875
16,1115.1,0.228002,2.0682471,1135
16,1115.1,0.228002,2.0682471,1140
1087,1115.1,1.823215,2.0682471,925
16,1115.1,0.228002,2.0682471,1145
16,1115.1,0.228002,2.0682471,1150
16,1115.1,0.228002,2.0682471,1155
16,1115.1,0.228002,2.0682471,1160
16,1115.1,0.228002,2.0682471,1165
16,1115.1,0.228002,2.0682471,1170
16,1115.1,0.228002,2.0682471,1175
16,1115.1,0.228002,2.0682471,1180
16,1115.1,0.228002,2.0682471,1185
16,1115.1,0.228002,2.0682471,1190
16,1115.1,0.228002,2.0682471,1195
16,1115.1,0.228002,2.0682471,1100
51,1115.1,0.250521,2.0682471,1105
51,1115.1,0.250521,2.0682471,1110
51,1115.1,0.250521,2.0682471,1115
51,1115.1,0.250521,2.0682471,1120
51,1115.1,0.250521,2.0682471,1125
51,1115.1,0.250521,2.0682471,1130
51,1115.1,0.250521,2.0682471,1135
51,1115.1,0.250521,2.0682471,1140
51,1115.1,0.250521,2.0682471,1145
51,1115.1,0.250521,2.0682471,1150
51,1115.1,0.250521,2.0682471,1155
51,1115.1,0.250521,2.0682471,1160
51,1115.1,0.250521,2.0682471,1165
51,1115.1,0.250521,2.0682471,1170
51,1115.1,0.250521,2.0682471,1175
51,1115.1,0.250521,2.0682471,1180
51,1115.1,0.250521,2.0682471,1185
51,1115.1,0.250521,2.0682471,1190
51,1115.1,0.250521,2.0682471,1195
51,1115.1,0.250521,2.0682471,1100
79,1115.1,0.270356,2.0682471,1105
79,1115.1,0.270356,2.0682471,1110
79,1115.1,0.270356,2.0682471,1115
79,1115.1,0.270356,2.0682471,1120
79,1115.1,0.270356,2.0682471,1125
79,1115.1,0.270356,2.0682471,1130
79,1115.1,0.270356,2.0682471,1135
79,1115.1,0.270356,2.0682471,1140
79,1115.1,0.270356,2.0682471,1145
79,1115.1,0.270356,2.0682471,1150
79,1115.1,0.270356,2.0682471,1155
79,1115.1,0.270356,2.0682471,1160
79,1115.1,0.270356,2.0682471,1165
79,1115.1,0.270356,2.0682471,1170
79,1115.1,0.270356,2.0682471,1175
79,1115.1,0.270356,2.0682471,1180
79,1115.1,0.270356,2.0682471,1185
79,1115.1,0.270356,2.0682471,1190
79,1115.1,0.270356,2.0682471,1195
79,1115.1,0.270356,2.0682471,1100
107,1115.1,0.29705501,2.0682471,1125
107,1115.1,0.29705501,2.0682471,1150
107,1115.1,0.29705501,2.0682471,1160
107,1115.1,0.29705501,2.0682471,1170
107,1115.1,0.29705501,2.0682471,1175
107,1115.1,0.29705501,2.0682471,1180
107,1115.1,0.29705501,2.0682471,1190
170,1115.1,0.32370001,2.0682471,1650
170,1115.1,0.32370001,2.0682471,1600
107,1115.1,0.29705501,2.0682471,1100
170,1115.1,0.32370001,2.0682471,1125
352,1115.1,0.565162,2.0682471,1600
170,1115.1,0.32370001,2.0682471,1130
170,1115.1,0.32370001,2.0682471,1150
170,1115.1,0.32370001,2.0682471,1160
170,1115.1,0.32370001,2.0682471,1170
170,1115.1,0.32370001,2.0682471,1650
170,1115.1,0.32370001,2.0682471,1600
170,1115.1,0.32370001,2.0682471,1175
170,1115.1,0.32370001,2.0682471,1180
170,1115.1,0.32370001,2.0682471,1190
170,1115.1,0.32370001,2.0682471,1100
352,1115.1,0.565162,2.0682471,1600
261,1115.1,0.45323801,2.0682471,1125
261,1115.1,0.45323801,2.0682471,1150
261,1115.1,0.45323801,2.0682471,1175
261,1115.1,0.45323801,2.0682471,1100
352,1115.1,0.565162,2.0682471,1125
352,1115.1,0.565162,2.0682471,1150
352,1115.1,0.565162,2.0682471,1175
352,1115.1,0.565162,2.0682471,1100
16,1115.1,0.228002,2.0682471,350
16,1115.1,0.228002,2.0682471,300
51,1115.1,0.250521,2.0682471,350
51,1115.1,0.250521,2.0682471,300
79,1115.1,0.270356,2.0682471,250
79,1115.1,0.270356,2.0682471,200
79,1115.1,0.270356,2.0682471,350
79,1115.1,0.270356,2.0682471,300
170,1115.1,0.32370001,2.0682471,200
170,1115.1,0.32370001,2.0682471,300
261,1115.1,0.45323801,2.0682471,250
261,1115.1,0.45323801,2.0682471,200
261,1115.1,0.45323801,2.0682471,350
261,1115.1,0.45323801,2.0682471,300
352,1115.1,0.565162,2.0682471,250
352,1115.1,0.565162,2.0682471,200
352,1115.1,0.565162,2.0682471,100
352,1115.1,0.565162,2.0682471,350
352,1115.1,0.565162,2.0682471,325
352,1115.1,0.565162,2.0682471,300
16,1115.1,0.228002,2.0682471,350
16,1115.1,0.228002,2.0682471,300
51,1115.1,0.250521,2.0682471,350
51,1115.1,0.250521,2.0682471,300
79,1115.1,0.270356,2.0682471,250
79,1115.1,0.270356,2.0682471,200
79,1115.1,0.270356,2.0682471,350
79,1115.1,0.270356,2.0682471,300
170,1115.1,0.32370001,2.0682471,200
170,1115.1,0.32370001,2.0682471,300
261,1115.1,0.45323801,2.0682471,250
261,1115.1,0.45323801,2.0682471,200
261,1115.1,0.45323801,2.0682471,350
261,1115.1,0.45323801,2.0682471,300
352,1115.1,0.565162,2.0682471,250
352,1115.1,0.565162,2.0682471,200
352,1115.1,0.565162,2.0682471,100
352,1115.1,0.565162,2.0682471,350
352,1115.1,0.565162,2.0682471,325
352,1115.1,0.565162,2.0682471,300
16,1115.1,0.228002,2.0682471,1005
16,1115.1,0.228002,2.0682471,1010
16,1115.1,0.228002,2.0682471,1015
16,1115.1,0.228002,2.0682471,1020
16,1115.1,0.228002,2.0682471,1025
16,1115.1,0.228002,2.0682471,1030
16,1115.1,0.228002,2.0682471,1035
16,1115.1,0.228002,2.0682471,1040
16,1115.1,0.228002,2.0682471,1045
16,1115.1,0.228002,2.0682471,1050
16,1115.1,0.228002,2.0682471,1055
16,1115.1,0.228002,2.0682471,1060
16,1115.1,0.228002,2.0682471,1065
16,1115.1,0.228002,2.0682471,1070
16,1115.1,0.228002,2.0682471,1075
16,1115.1,0.228002,2.0682471,1080
16,1115.1,0.228002,2.0682471,1085
16,1115.1,0.228002,2.0682471,1090
16,1115.1,0.228002,2.0682471,1095
16,1115.1,0.228002,2.0682471,1000
51,1115.1,0.250521,2.0682471,1005
51,1115.1,0.250521,2.0682471,1010
51,1115.1,0.250521,2.0682471,1015
51,1115.1,0.250521,2.0682471,1020
51,1115.1,0.250521,2.0682471,1025
51,1115.1,0.250521,2.0682471,1030
51,1115.1,0.250521,2.0682471,1035
51,1115.1,0.250521,2.0682471,1040
51,1115.1,0.250521,2.0682471,1045
51,1115.1,0.250521,2.0682471,1050
51,1115.1,0.250521,2.0682471,1055
51,1115.1,0.250521,2.0682471,1060
51,1115.1,0.250521,2.0682471,1065
51,1115.1,0.250521,2.0682471,1070
51,1115.1,0.250521,2.0682471,1075
51,1115.1,0.250521,2.0682471,1080
51,1115.1,0.250521,2.0682471,1085
51,1115.1,0.250521,2.0682471,1090
51,1115.1,0.250521,2.0682471,1095
51,1115.1,0.250521,2.0682471,1000
79,1115.1,0.270356,2.0682471,1005
79,1115.1,0.270356,2.0682471,1010
79,1115.1,0.270356,2.0682471,1015
79,1115.1,0.270356,2.0682471,1020
79,1115.1,0.270356,2.0682471,1025
79,1115.1,0.270356,2.0682471,1030
16,1115.1,0.228002,2.0682471,705
79,1115.1,0.270356,2.0682471,1035
79,1115.1,0.270356,2.0682471,1040
16,1115.1,0.228002,2.0682471,710
16,1115.1,0.228002,2.0682471,720
16,1115.1,0.228002,2.0682471,725
79,1115.1,0.270356,2.0682471,1045
79,1115.1,0.270356,2.0682471,1050
79,1115.1,0.270356,2.0682471,1055
16,1115.1,0.228002,2.0682471,730
16,1115.1,0.228002,2.0682471,735
79,1115.1,0.270356,2.0682471,1060
79,1115.1,0.270356,2.0682471,1065
16,1115.1,0.228002,2.0682471,740
16,1115.1,0.228002,2.0682471,745
79,1115.1,0.270356,2.0682471,1070
79,1115.1,0.270356,2.0682471,1075
16,1115.1,0.228002,2.0682471,750
16,1115.1,0.228002,2.0682471,755
79,1115.1,0.270356,2.0682471,1080
79,1115.1,0.270356,2.0682471,1085
16,1115.1,0.228002,2.0682471,760
16,1115.1,0.228002,2.0682471,765
79,1115.1,0.270356,2.0682471,1090
79,1115.1,0.270356,2.0682471,1095
79,1115.1,0.270356,2.0682471,1000
16,1115.1,0.228002,2.0682471,770
16,1115.1,0.228002,2.0682471,775
107,1115.1,0.29705501,2.0682471,1025
107,1115.1,0.29705501,2.0682471,1050
107,1115.1,0.29705501,2.0682471,1075
107,1115.1,0.29705501,2.0682471,1000
16,1115.1,0.228002,2.0682471,780
16,1115.1,0.228002,2.0682471,785
170,1115.1,0.32370001,2.0682471,1025
170,1115.1,0.32370001,2.0682471,1050
16,1115.1,0.228002,2.0682471,790
16,1115.1,0.228002,2.0682471,795
170,1115.1,0.32370001,2.0682471,1075
170,1115.1,0.32370001,2.0682471,1000
16,1115.1,0.228002,2.0682471,700
51,1115.1,0.250521,2.0682471,705
51,1115.1,0.250521,2.0682471,710
261,1115.1,0.45323801,2.0682471,1025
261,1115.1,0.45323801,2.0682471,1050
51,1115.1,0.250521,2.0682471,715
51,1115.1,0.250521,2.0682471,720
261,1115.1,0.45323801,2.0682471,1075
261,1115.1,0.45323801,2.0682471,1000
51,1115.1,0.250521,2.0682471,725
51,1115.1,0.250521,2.0682471,730
51,1115.1,0.250521,2.0682471,735
51,1115.1,0.250521,2.0682471,740
51,1115.1,0.250521,2.0682471,745
352,1115.1,0.565162,2.0682471,1025
352,1115.1,0.565162,2.0682471,1030
352,1115.1,0.565162,2.0682471,1035
51,1115.1,0.250521,2.0682471,750
51,1115.1,0.250521,2.0682471,755
51,1115.1,0.250521,2.0682471,760
352,1115.1,0.565162,2.0682471,1040
352,1115.1,0.565162,2.0682471,1045
51,1115.1,0.250521,2.0682471,765
51,1115.1,0.250521,2.0682471,770
352,1115.1,0.565162,2.0682471,1050
51,1115.1,0.250521,2.0682471,775
51,1115.1,0.250521,2.0682471,780
352,1115.1,0.565162,2.0682471,1075
51,1115.1,0.250521,2.0682471,785
51,1115.1,0.250521,2.0682471,790
51,1115.1,0.250521,2.0682471,795
51,1115.1,0.250521,2.0682471,700
352,1115.1,0.565162,2.0682471,1000
16,1115.1,0.228002,2.0682471,1005
79,1115.1,0.270356,2.0682471,710
79,1115.1,0.270356,2.0682471,720
16,1115.1,0.228002,2.0682471,1010
16,1115.1,0.228002,2.0682471,1015
79,1115.1,0.270356,2.0682471,725
79,1115.1,0.270356,2.0682471,730
16,1115.1,0.228002,2.0682471,1020
16,1115.1,0.228002,2.0682471,1025
79,1115.1,0.270356,2.0682471,740
79,1115.1,0.270356,2.0682471,750
16,1115.1,0.228002,2.0682471,1030
16,1115.1,0.228002,2.0682471,1035
79,1115.1,0.270356,2.0682471,760
79,1115.1,0.270356,2.0682471,770
79,1115.1,0.270356,2.0682471,775
16,1115.1,0.228002,2.0682471,1040
16,1115.1,0.228002,2.0682471,1045
79,1115.1,0.270356,2.0682471,780
79,1115.1,0.270356,2.0682471,790
79,1115.1,0.270356,2.0682471,700
107,1115.1,0.29705501,2.0682471,725
107,1115.1,0.29705501,2.0682471,750
107,1115.1,0.29705501,2.0682471,775
16,1115.1,0.228002,2.0682471,1050
16,1115.1,0.228002,2.0682471,1055
107,1115.1,0.29705501,2.0682471,700
170,1115.1,0.32370001,2.0682471,750
16,1115.1,0.228002,2.0682471,1060
16,1115.1,0.228002,2.0682471,1065
170,1115.1,0.32370001,2.0682471,775
170,1115.1,0.32370001,2.0682471,700
16,1115.1,0.228002,2.0682471,1070
16,1115.1,0.228002,2.0682471,1075
261,1115.1,0.45323801,2.0682471,725
261,1115.1,0.45323801,2.0682471,750
16,1115.1,0.228002,2.0682471,1080
16,1115.1,0.228002,2.0682471,1085
261,1115.1,0.45323801,2.0682471,775
261,1115.1,0.45323801,2.0682471,700
16,1115.1,0.228002,2.0682471,1090
16,1115.1,0.228002,2.0682471,1095
16,1115.1,0.228002,2.0682471,1000
51,1115.1,0.250521,2.0682471,1005
51,1115.1,0.250521,2.0682471,1010
352,1115.1,0.565162,2.0682471,725
51,1115.1,0.250521,2.0682471,1015
51,1115.1,0.250521,2.0682471,1020
352,1115.1,0.565162,2.0682471,750
51,1115.1,0.250521,2.0682471,1025
51,1115.1,0.250521,2.0682471,1030
51,1115.1,0.250521,2.0682471,1035
352,1115.1,0.565162,2.0682471,775
51,1115.1,0.250521,2.0682471,1040
51,1115.1,0.250521,2.0682471,1045
51,1115.1,0.250521,2.0682471,1050
51,1115.1,0.250521,2.0682471,1055
51,1115.1,0.250521,2.0682471,1060
352,1115.1,0.565162,2.0682471,700
16,1115.1,0.228002,2.0682471,705
51,1115.1,0.250521,2.0682471,1065
51,1115.1,0.250521,2.0682471,1070
16,1115.1,0.228002,2.0682471,805
16,1115.1,0.228002,2.0682471,710
16,1115.1,0.228002,2.0682471,720
51,1115.1,0.250521,2.0682471,1075
51,1115.1,0.250521,2.0682471,1080
16,1115.1,0.228002,2.0682471,810
16,1115.1,0.228002,2.0682471,815
16,1115.1,0.228002,2.0682471,725
16,1115.1,0.228002,2.0682471,730
51,1115.1,0.250521,2.0682471,1085
51,1115.1,0.250521,2.0682471,1090
16,1115.1,0.228002,2.0682471,820
16,1115.1,0.228002,2.0682471,825
16,1115.1,0.228002,2.0682471,830
16,1115.1,0.228002,2.0682471,835
51,1115.1,0.250521,2.0682471,1095
51,1115.1,0.250521,2.0682471,1000
79,1115.1,0.270356,2.0682471,1005
16,1115.1,0.228002,2.0682471,840
16,1115.1,0.228002,2.0682471,845
16,1115.1,0.228002,2.0682471,735
16,1115.1,0.228002,2.0682471,740
16,1115.1,0.228002,2.0682471,850
16,1115.1,0.228002,2.0682471,855
16,1115.1,0.228002,2.0682471,745
16,1115.1,0.228002,2.0682471,750
79,1115.1,0.270356,2.0682471,1010
79,1115.1,0.270356,2.0682471,1015
16,1115.1,0.228002,2.0682471,755
16,1115.1,0.228002,2.0682471,760
16,1115.1,0.228002,2.0682471,860
16,1115.1,0.228002,2.0682471,865
79,1115.1,0.270356,2.0682471,1020
79,1115.1,0.270356,2.0682471,1025
16,1115.1,0.228002,2.0682471,765
16,1115.1,0.228002,2.0682471,770
79,1115.1,0.270356,2.0682471,1030
79,1115.1,0.270356,2.0682471,1035
79,1115.1,0.270356,2.0682471,1040
16,1115.1,0.228002,2.0682471,870
16,1115.1,0.228002,2.0682471,875
16,1115.1,0.228002,2.0682471,775
16,1115.1,0.228002,2.0682471,780
79,1115.1,0.270356,2.0682471,1045
79,1115.1,0.270356,2.0682471,1050
16,1115.1,0.228002,2.0682471,880
16,1115.1,0.228002,2.0682471,885
16,1115.1,0.228002,2.0682471,785
16,1115.1,0.228002,2.0682471,790
79,1115.1,0.270356,2.0682471,1055
79,1115.1,0.270356,2.0682471,1060
16,1115.1,0.228002,2.0682471,795
16,1115.1,0.228002,2.0682471,700
16,1115.1,0.228002,2.0682471,890
16,1115.1,0.228002,2.0682471,895
51,1115.1,0.250521,2.0682471,705
51,1115.1,0.250521,2.0682471,710
51,1115.1,0.250521,2.0682471,715
16,1115.1,0.228002,2.0682471,800
51,1115.1,0.250521,2.0682471,805
51,1115.1,0.250521,2.0682471,810
79,1115.1,0.270356,2.0682471,1065
79,1115.1,0.270356,2.0682471,1070
51,1115.1,0.250521,2.0682471,720
51,1115.1,0.250521,2.0682471,725
51,1115.1,0.250521,2.0682471,815
51,1115.1,0.250521,2.0682471,820
79,1115.1,0.270356,2.0682471,1075
79,1115.1,0.270356,2.0682471,1080
79,1115.1,0.270356,2.0682471,1085
51,1115.1,0.250521,2.0682471,825
51,1115.1,0.250521,2.0682471,830
51,1115.1,0.250521,2.0682471,835
51,1115.1,0.250521,2.0682471,730
51,1115.1,0.250521,2.0682471,735
51,1115.1,0.250521,2.0682471,740
51,1115.1,0.250521,2.0682471,840
51,1115.1,0.250521,2.0682471,845
90,1115.1,0.261729,2.0682471,1550
79,1115.1,0.270356,2.0682471,1090
79,1115.1,0.270356,2.0682471,1095
51,1115.1,0.250521,2.0682471,745
51,1115.1,0.250521,2.0682471,750
51,1115.1,0.250521,2.0682471,850
51,1115.1,0.250521,2.0682471,855
51,1115.1,0.250521,2.0682471,860
90,1115.1,0.261729,2.0682471,1500
181,1115.1,0.31028801,2.0682471,1550
79,1115.1,0.270356,2.0682471,1000
107,1115.1,0.29705501,2.0682471,1025
107,1115.1,0.29705501,2.0682471,1050
107,1115.1,0.29705501,2.0682471,1075
107,1115.1,0.29705501,2.0682471,1000
51,1115.1,0.250521,2.0682471,755
51,1115.1,0.250521,2.0682471,760
51,1115.1,0.250521,2.0682471,765
181,1115.1,0.31028801,2.0682471,1500
273,1115.1,0.40799499,2.0682471,1550
51,1115.1,0.250521,2.0682471,865
51,1115.1,0.250521,2.0682471,870
170,1115.1,0.32370001,2.0682471,1025
170,1115.1,0.32370001,2.0682471,1050
51,1115.1,0.250521,2.0682471,770
51,1115.1,0.250521,2.0682471,775
273,1115.1,0.40799499,2.0682471,1500
0,1115.1,,2.0682471,1500
51,1115.1,0.250521,2.0682471,875
51,1115.1,0.250521,2.0682471,880
51,1115.1,0.250521,2.0682471,885
170,1115.1,0.32370001,2.0682471,1075
170,1115.1,0.32370001,2.0682471,1000
51,1115.1,0.250521,2.0682471,780
51,1115.1,0.250521,2.0682471,785
90,1115.1,0.261729,2.0682471,1550
